Id,State,black,green,arrow,red,yellow,right
black_1,['black'],1,0,0,0,0,0
black_2,['black'],1,0,0,0,0,0
black_3,['black'],1,0,0,0,0,0
black_4,['black'],1,0,0,0,0,0
black_6,['black'],1,0,0,0,0,0
black_7,['black'],1,0,0,0,0,0
black_8,['black'],1,0,0,0,0,0
black_9,['black'],1,0,0,0,0,0
black_10,['black'],1,0,0,0,0,0
black_12,['black'],1,0,0,0,0,0
black_15,['black'],1,0,0,0,0,0
black_16,['black'],1,0,0,0,0,0
black_17,['black'],1,0,0,0,0,0
black_19,['black'],1,0,0,0,0,0
black_21,['black'],1,0,0,0,0,0
black_22,['black'],1,0,0,0,0,0
black_24,['black'],1,0,0,0,0,0
black_25,['black'],1,0,0,0,0,0
black_28,['black'],1,0,0,0,0,0
black_29,['black'],1,0,0,0,0,0
black_33,['black'],1,0,0,0,0,0
black_34,['black'],1,0,0,0,0,0
black_35,['black'],1,0,0,0,0,0
black_40,['black'],1,0,0,0,0,0
black_41,['black'],1,0,0,0,0,0
black_43,['black'],1,0,0,0,0,0
black_44,['black'],1,0,0,0,0,0
black_45,['black'],1,0,0,0,0,0
black_46,['black'],1,0,0,0,0,0
black_47,['black'],1,0,0,0,0,0
black_48,['black'],1,0,0,0,0,0
black_49,['black'],1,0,0,0,0,0
black_52,['black'],1,0,0,0,0,0
black_53,['black'],1,0,0,0,0,0
black_54,['black'],1,0,0,0,0,0
black_55,['black'],1,0,0,0,0,0
black_56,['black'],1,0,0,0,0,0
black_58,['black'],1,0,0,0,0,0
black_59,['black'],1,0,0,0,0,0
black_60,['black'],1,0,0,0,0,0
black_61,['black'],1,0,0,0,0,0
black_62,['black'],1,0,0,0,0,0
black_64,['black'],1,0,0,0,0,0
black_65,['black'],1,0,0,0,0,0
black_66,['black'],1,0,0,0,0,0
black_68,['black'],1,0,0,0,0,0
black_69,['black'],1,0,0,0,0,0
black_71,['black'],1,0,0,0,0,0
black_73,['black'],1,0,0,0,0,0
black_74,['black'],1,0,0,0,0,0
black_76,['black'],1,0,0,0,0,0
black_77,['black'],1,0,0,0,0,0
black_78,['black'],1,0,0,0,0,0
black_79,['black'],1,0,0,0,0,0
black_81,['black'],1,0,0,0,0,0
black_82,['black'],1,0,0,0,0,0
black_83,['black'],1,0,0,0,0,0
black_84,['black'],1,0,0,0,0,0
black_85,['black'],1,0,0,0,0,0
black_86,['black'],1,0,0,0,0,0
black_87,['black'],1,0,0,0,0,0
black_88,['black'],1,0,0,0,0,0
black_90,['black'],1,0,0,0,0,0
black_92,['black'],1,0,0,0,0,0
black_93,['black'],1,0,0,0,0,0
black_94,['black'],1,0,0,0,0,0
black_96,['black'],1,0,0,0,0,0
black_97,['black'],1,0,0,0,0,0
black_98,['black'],1,0,0,0,0,0
black_99,['black'],1,0,0,0,0,0
black_100,['black'],1,0,0,0,0,0
black_101,['black'],1,0,0,0,0,0
black_102,['black'],1,0,0,0,0,0
black_106,['black'],1,0,0,0,0,0
black_109,['black'],1,0,0,0,0,0
black_110,['black'],1,0,0,0,0,0
black_111,['black'],1,0,0,0,0,0
black_112,['black'],1,0,0,0,0,0
black_114,['black'],1,0,0,0,0,0
black_115,['black'],1,0,0,0,0,0
black_116,['black'],1,0,0,0,0,0
black_117,['black'],1,0,0,0,0,0
black_118,['black'],1,0,0,0,0,0
black_120,['black'],1,0,0,0,0,0
black_121,['black'],1,0,0,0,0,0
black_125,['black'],1,0,0,0,0,0
black_126,['black'],1,0,0,0,0,0
black_127,['black'],1,0,0,0,0,0
black_128,['black'],1,0,0,0,0,0
black_129,['black'],1,0,0,0,0,0
black_130,['black'],1,0,0,0,0,0
black_131,['black'],1,0,0,0,0,0
black_132,['black'],1,0,0,0,0,0
black_133,['black'],1,0,0,0,0,0
black_134,['black'],1,0,0,0,0,0
black_135,['black'],1,0,0,0,0,0
black_136,['black'],1,0,0,0,0,0
black_137,['black'],1,0,0,0,0,0
black_138,['black'],1,0,0,0,0,0
black_139,['black'],1,0,0,0,0,0
black_140,['black'],1,0,0,0,0,0
black_143,['black'],1,0,0,0,0,0
black_144,['black'],1,0,0,0,0,0
black_146,['black'],1,0,0,0,0,0
black_147,['black'],1,0,0,0,0,0
black_148,['black'],1,0,0,0,0,0
black_150,['black'],1,0,0,0,0,0
black_153,['black'],1,0,0,0,0,0
black_154,['black'],1,0,0,0,0,0
black_155,['black'],1,0,0,0,0,0
black_156,['black'],1,0,0,0,0,0
black_157,['black'],1,0,0,0,0,0
black_160,['black'],1,0,0,0,0,0
black_162,['black'],1,0,0,0,0,0
black_163,['black'],1,0,0,0,0,0
black_165,['black'],1,0,0,0,0,0
black_167,['black'],1,0,0,0,0,0
black_168,['black'],1,0,0,0,0,0
black_169,['black'],1,0,0,0,0,0
black_170,['black'],1,0,0,0,0,0
black_172,['black'],1,0,0,0,0,0
black_173,['black'],1,0,0,0,0,0
black_174,['black'],1,0,0,0,0,0
black_176,['black'],1,0,0,0,0,0
black_179,['black'],1,0,0,0,0,0
black_182,['black'],1,0,0,0,0,0
black_183,['black'],1,0,0,0,0,0
black_185,['black'],1,0,0,0,0,0
black_186,['black'],1,0,0,0,0,0
black_187,['black'],1,0,0,0,0,0
black_188,['black'],1,0,0,0,0,0
black_190,['black'],1,0,0,0,0,0
black_191,['black'],1,0,0,0,0,0
black_192,['black'],1,0,0,0,0,0
black_194,['black'],1,0,0,0,0,0
black_196,['black'],1,0,0,0,0,0
black_197,['black'],1,0,0,0,0,0
black_198,['black'],1,0,0,0,0,0
black_199,['black'],1,0,0,0,0,0
black_200,['black'],1,0,0,0,0,0
