Id,State,black,green,arrow,red,yellow,right
black_4,['black'],1,0,0,0,0,0
black_6,['black'],1,0,0,0,0,0
black_7,['black'],1,0,0,0,0,0
black_9,['black'],1,0,0,0,0,0
black_12,['black'],1,0,0,0,0,0
black_13,['black'],1,0,0,0,0,0
black_16,['black'],1,0,0,0,0,0
black_17,['black'],1,0,0,0,0,0
black_27,['black'],1,0,0,0,0,0
black_34,['black'],1,0,0,0,0,0
black_38,['black'],1,0,0,0,0,0
black_40,['black'],1,0,0,0,0,0
black_43,['black'],1,0,0,0,0,0
black_45,['black'],1,0,0,0,0,0
black_46,['black'],1,0,0,0,0,0
black_48,['black'],1,0,0,0,0,0
black_53,['black'],1,0,0,0,0,0
black_55,['black'],1,0,0,0,0,0
black_62,['black'],1,0,0,0,0,0
black_66,['black'],1,0,0,0,0,0
black_67,['black'],1,0,0,0,0,0
black_69,['black'],1,0,0,0,0,0
black_70,['black'],1,0,0,0,0,0
black_74,['black'],1,0,0,0,0,0
black_76,['black'],1,0,0,0,0,0
black_77,['black'],1,0,0,0,0,0
black_84,['black'],1,0,0,0,0,0
black_86,['black'],1,0,0,0,0,0
black_89,['black'],1,0,0,0,0,0
black_90,['black'],1,0,0,0,0,0
black_95,['black'],1,0,0,0,0,0
black_98,['black'],1,0,0,0,0,0
black_100,['black'],1,0,0,0,0,0
black_103,['black'],1,0,0,0,0,0
black_104,['black'],1,0,0,0,0,0
black_108,['black'],1,0,0,0,0,0
black_110,['black'],1,0,0,0,0,0
black_118,['black'],1,0,0,0,0,0
black_119,['black'],1,0,0,0,0,0
black_120,['black'],1,0,0,0,0,0
black_121,['black'],1,0,0,0,0,0
black_124,['black'],1,0,0,0,0,0
black_125,['black'],1,0,0,0,0,0
black_128,['black'],1,0,0,0,0,0
black_129,['black'],1,0,0,0,0,0
black_130,['black'],1,0,0,0,0,0
black_131,['black'],1,0,0,0,0,0
black_132,['black'],1,0,0,0,0,0
black_135,['black'],1,0,0,0,0,0
black_136,['black'],1,0,0,0,0,0
black_137,['black'],1,0,0,0,0,0
black_138,['black'],1,0,0,0,0,0
black_139,['black'],1,0,0,0,0,0
black_140,['black'],1,0,0,0,0,0
black_143,['black'],1,0,0,0,0,0
black_146,['black'],1,0,0,0,0,0
black_149,['black'],1,0,0,0,0,0
black_151,['black'],1,0,0,0,0,0
black_154,['black'],1,0,0,0,0,0
black_160,['black'],1,0,0,0,0,0
black_161,['black'],1,0,0,0,0,0
black_165,['black'],1,0,0,0,0,0
black_168,['black'],1,0,0,0,0,0
black_170,['black'],1,0,0,0,0,0
black_174,['black'],1,0,0,0,0,0
black_175,['black'],1,0,0,0,0,0
black_179,['black'],1,0,0,0,0,0
black_184,['black'],1,0,0,0,0,0
black_186,['black'],1,0,0,0,0,0
black_187,['black'],1,0,0,0,0,0
black_189,['black'],1,0,0,0,0,0
black_190,['black'],1,0,0,0,0,0
black_191,['black'],1,0,0,0,0,0
black_198,['black'],1,0,0,0,0,0
black_200,['black'],1,0,0,0,0,0
black_201,['black'],1,0,0,0,0,0
black_202,['black'],1,0,0,0,0,0
black_203,['black'],1,0,0,0,0,0
black_207,['black'],1,0,0,0,0,0
black_211,['black'],1,0,0,0,0,0
black_220,['black'],1,0,0,0,0,0
black_223,['black'],1,0,0,0,0,0
black_224,['black'],1,0,0,0,0,0
black_226,['black'],1,0,0,0,0,0
black_237,['black'],1,0,0,0,0,0
black_241,['black'],1,0,0,0,0,0
black_242,['black'],1,0,0,0,0,0
black_248,['black'],1,0,0,0,0,0
black_250,['black'],1,0,0,0,0,0
black_261,['black'],1,0,0,0,0,0
black_262,['black'],1,0,0,0,0,0
black_266,['black'],1,0,0,0,0,0
black_270,['black'],1,0,0,0,0,0
black_271,['black'],1,0,0,0,0,0
black_278,['black'],1,0,0,0,0,0
black_280,['black'],1,0,0,0,0,0
black_281,['black'],1,0,0,0,0,0
black_283,['black'],1,0,0,0,0,0
black_284,['black'],1,0,0,0,0,0
black_289,['black'],1,0,0,0,0,0
black_291,['black'],1,0,0,0,0,0
black_292,['black'],1,0,0,0,0,0
black_295,['black'],1,0,0,0,0,0
black_296,['black'],1,0,0,0,0,0
black_297,['black'],1,0,0,0,0,0
black_298,['black'],1,0,0,0,0,0
black_305,['black'],1,0,0,0,0,0
black_306,['black'],1,0,0,0,0,0
black_307,['black'],1,0,0,0,0,0
black_314,['black'],1,0,0,0,0,0
black_317,['black'],1,0,0,0,0,0
black_318,['black'],1,0,0,0,0,0
black_320,['black'],1,0,0,0,0,0
black_321,['black'],1,0,0,0,0,0
black_322,['black'],1,0,0,0,0,0
black_323,['black'],1,0,0,0,0,0
black_324,['black'],1,0,0,0,0,0
black_326,['black'],1,0,0,0,0,0
black_329,['black'],1,0,0,0,0,0
black_333,['black'],1,0,0,0,0,0
black_334,['black'],1,0,0,0,0,0
black_335,['black'],1,0,0,0,0,0
black_337,['black'],1,0,0,0,0,0
black_339,['black'],1,0,0,0,0,0
black_340,['black'],1,0,0,0,0,0
black_341,['black'],1,0,0,0,0,0
black_342,['black'],1,0,0,0,0,0
black_345,['black'],1,0,0,0,0,0
black_346,['black'],1,0,0,0,0,0
black_347,['black'],1,0,0,0,0,0
black_350,['black'],1,0,0,0,0,0
black_355,['black'],1,0,0,0,0,0
black_362,['black'],1,0,0,0,0,0
black_366,['black'],1,0,0,0,0,0
black_374,['black'],1,0,0,0,0,0
black_375,['black'],1,0,0,0,0,0
black_378,['black'],1,0,0,0,0,0
black_379,['black'],1,0,0,0,0,0
